Drug 1,Drug 2,Interaction Description,severity,desc_len
Eszopiclone,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Eszopiclone.,Moderada,78
Lurasidone,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Lurasidone.,Moderada,92
Risperidone,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Risperidone.,Moderada,78
Prazepam,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Prazepam.,Moderada,75
Lidocaine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Lidocaine.,Moderada,76
Zopiclone,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Zopiclone.,Moderada,91
Benzyl alcohol,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Benzyl alcohol.,Moderada,81
Chlordiazepoxide,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Chlordiazepoxide.,Moderada,83
Midazolam,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Midazolam.,Moderada,76
Methoxyflurane,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Methoxyflurane.,Moderada,81
Estradiol,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Estradiol.,Moderada,76
Mestranol,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Mestranol.,Moderada,76
Ethinylestradiol,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Ethinylestradiol.,Moderada,83
Nefazodone,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Nefazodone.,Moderada,77
Venlafaxine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Venlafaxine.,Moderada,78
Sertraline,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Sertraline.,Moderada,77
Trimipramine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Trimipramine.,Moderada,79
Doxepin,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Doxepin.,Moderada,74
Desvenlafaxine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Desvenlafaxine.,Moderada,81
Levomilnacipran,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Levomilnacipran.,Moderada,82
Carbinoxamine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Carbinoxamine.,Moderada,80
Brompheniramine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Brompheniramine.,Moderada,82
Zidovudine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Zidovudine.,Moderada,77
Halofantrine,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Halofantrine.,Moderada,94
Riociguat,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Riociguat.,Moderada,76
Trimethoprim,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Trimethoprim.,Moderada,79
Ambrisentan,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Ambrisentan.,Moderada,78
Loperamide,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Loperamide.,Moderada,77
Velpatasvir,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Velpatasvir.,Moderada,78
Cephalexin,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Cephalexin.,Moderada,77
Sulfinpyrazone,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Sulfinpyrazone.,Moderada,81
Dextromethorphan,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Dextromethorphan.,Moderada,83
Dasabuvir,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Dasabuvir.,Moderada,76
Abemaciclib,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Abemaciclib.,Moderada,78
Zafirlukast,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Zafirlukast.,Moderada,78
Testosterone,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Testosterone.,Moderada,79
Paramethadione,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Paramethadione.,Moderada,81
Safinamide,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Safinamide.,Moderada,77
Naloxone,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Naloxone.,Moderada,75
Zalcitabine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Zalcitabine.,Moderada,78
Baricitinib,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Baricitinib.,Moderada,78
Ivermectin,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Ivermectin.,Moderada,77
Trimethadione,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Trimethadione.,Moderada,80
Grazoprevir,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Grazoprevir.,Moderada,78
Voxilaprevir,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Voxilaprevir.,Moderada,79
Dapsone,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Dapsone.,Moderada,74
Copanlisib,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Copanlisib.,Moderada,77
Atorvastatin,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Atorvastatin.,Moderada,94
Tiotropium,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Tiotropium.,Moderada,77
Ipratropium,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Ipratropium.,Moderada,78
Benzatropine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Benzatropine.,Moderada,79
Epinastine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Epinastine.,Moderada,77
Nicotine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Nicotine.,Moderada,75
Lorcaserin,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Lorcaserin.,Moderada,77
Chlorpheniramine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Chlorpheniramine.,Moderada,83
Brexpiprazole,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Brexpiprazole.,Moderada,95
Pipotiazine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Pipotiazine.,Moderada,78
Donepezil,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Donepezil.,Moderada,76
Vilazodone,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Vilazodone.,Moderada,92
Almotriptan,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Almotriptan.,Moderada,78
Eletriptan,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Eletriptan.,Moderada,92
Astemizole,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Astemizole.,Moderada,77
Nifedipine,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Nifedipine.,Moderada,92
Rupatadine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Rupatadine.,Moderada,77
Aminophenazone,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Aminophenazone.,Moderada,81
Cariprazine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Cariprazine.,Moderada,78
Enasidenib,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Enasidenib.,Moderada,77
Cevimeline,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Cevimeline.,Moderada,77
Mianserin,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Mianserin.,Moderada,76
Valbenazine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Valbenazine.,Moderada,78
Deutetrabenazine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Deutetrabenazine.,Moderada,83
Dexchlorpheniramine maleate,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Dexchlorpheniramine maleate.,Moderada,94
Acetaminophen,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Acetaminophen.,Moderada,80
Dopamine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Dopamine.,Moderada,75
Palonosetron,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Palonosetron.,Moderada,79
Perhexiline,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Perhexiline.,Moderada,93
Yohimbine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Yohimbine.,Moderada,76
Amoxicillin,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Amoxicillin.,Moderada,78
Cinacalcet,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Cinacalcet.,Moderada,77
Darunavir,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Darunavir.,Moderada,76
Bupropion,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Bupropion.,Moderada,76
Ramelteon,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Ramelteon.,Moderada,91
Proguanil,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Proguanil.,Moderada,76
Alosetron,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Alosetron.,Moderada,76
Mexiletine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Mexiletine.,Moderada,77
Icotinib,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Icotinib.,Moderada,75
Praziquantel,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Praziquantel.,Moderada,79
Pyrazinamide,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Pyrazinamide.,Moderada,79
Ulipristal,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Ulipristal.,Moderada,92
Famotidine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Famotidine.,Moderada,77
Guanfacine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Guanfacine.,Moderada,77
Xylometazoline,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Xylometazoline.,Moderada,96
Felodipine,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Felodipine.,Moderada,92
Dorzolamide,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Dorzolamide.,Moderada,78
Ergocalciferol,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Ergocalciferol.,Moderada,81
Gliquidone,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Gliquidone.,Moderada,92
Glisoxepide,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Glisoxepide.,Moderada,93
Manidipine,Fluconazole,The serum concentration of Fluconazole can be increased when it is combined with Manidipine.,Moderada,92
Macitentan,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Macitentan.,Moderada,77
Sitaxentan,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Sitaxentan.,Moderada,77
Troleandomycin,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Troleandomycin.,Moderada,81
Pilocarpine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Pilocarpine.,Moderada,78
Clofibrate,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Clofibrate.,Moderada,77
Tolterodine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Tolterodine.,Moderada,78
Darifenacin,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Darifenacin.,Moderada,78
Oxybutynin,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Oxybutynin.,Moderada,77
Levothyroxine,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Levothyroxine.,Moderada,80
Telaprevir,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Telaprevir.,Moderada,77
Indinavir,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Indinavir.,Moderada,76
Levonorgestrel,Fluconazole,The metabolism of Fluconazole can be decreased when combined with Levonorgestrel.,Moderada,81
